,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_beta_1,param_beta_2,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_solver,param_tol,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
306,0.050568580627441406,0.028145551681518555,0.0005879402160644531,6.794929504394531e-05,logistic,0.001,0.09,0.0999,"(10, 10, 10, 10)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-0.009892811493208694,-0.010188805661186552,-0.010040808577197623,0.00014799708398892907,14
307,15.221439480781555,1.5646685361862183,0.0006420612335205078,7.510185241699219e-05,logistic,0.001,0.09,0.0999,"(10, 10, 10, 10)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-18.156747124268943,-0.3992006381559777,-9.27797388121246,8.878773243056482,127
308,66.23676705360413,4.6681129932403564,0.0007236003875732422,8.416175842285156e-05,logistic,0.001,0.09,0.0999,"(10, 10, 10, 10)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-0.00987014427368267,-0.018185354708294306,-0.014027749490988489,0.004157605217305818,16
309,0.11545336246490479,0.003949999809265137,0.0008573532104492188,7.3909759521484375e-06,logistic,0.001,0.09,0.0999,"(100, 100)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-66.1539250478255,-12.867206791030728,-39.51056591942811,26.643359128397385,254
310,3.3132091760635376,0.045169711112976074,0.0008270740509033203,1.1444091796875e-05,logistic,0.001,0.09,0.0999,"(100, 100)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-4.966332095604349,-8.158693087221236,-6.562512591412792,1.5961804958084436,105
311,148.20275485515594,0.19025695323944092,0.0011802911758422852,5.841255187988281e-06,logistic,0.001,0.09,0.0999,"(100, 100)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-0.7756641212672998,-1.9869596128291322,-1.381311867048216,0.6056477457809163,60
312,0.13811862468719482,0.004706263542175293,0.0010917186737060547,0.00018668174743652344,logistic,0.001,0.09,0.0999,"(100, 100, 100)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-0.03374598188477428,-0.010487382715551745,-0.022116682300163015,0.011629299584611268,20
313,4.610874652862549,0.15439438819885254,0.001122117042541504,0.00017845630645751953,logistic,0.001,0.09,0.0999,"(100, 100, 100)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-2.3028513110778652,-1.457638025272357,-1.880244668175111,0.42260664290275407,66
314,19.88627862930298,0.515120267868042,0.0011659860610961914,4.684925079345703e-05,logistic,0.001,0.09,0.0999,"(100, 100, 100)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.0999, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-26.915212256638842,-29.580256746715747,-28.247734501677293,1.3325222450384526,216
315,0.026994824409484863,0.011692166328430176,0.00047528743743896484,1.4662742614746094e-05,logistic,0.001,0.09,0.999,"(10, 10)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-125.92339336912747,-152.36104925191736,-139.14222131052242,13.218827941394949,368
316,10.242352485656738,0.33484554290771484,0.0007195472717285156,2.5987625122070312e-05,logistic,0.001,0.09,0.999,"(10, 10)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-23.475600928633362,-63.585233739105405,-43.53041733386938,20.05481640523602,266
317,53.40774083137512,0.5107758045196533,0.000658869743347168,6.556510925292969e-06,logistic,0.001,0.09,0.999,"(10, 10)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-51.73260545628268,0.3016340826049442,-25.715485686838868,26.017119769443813,206
318,0.03293478488922119,0.005917906761169434,0.0005388259887695312,9.059906005859375e-06,logistic,0.001,0.09,0.999,"(10, 10, 10)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-0.18220164322349616,-0.022510147583217566,-0.10235589540335686,0.0798457478201393,26
319,13.152732610702515,0.6090655326843262,0.000826716423034668,4.494190216064453e-05,logistic,0.001,0.09,0.999,"(10, 10, 10)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-14.29729085181896,-15.912593988316562,-15.104942420067761,0.8076515682488008,169
320,43.79059541225433,3.225650906562805,0.001356363296508789,0.0001266002655029297,logistic,0.001,0.09,0.999,"(10, 10, 10)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-2.516326522100333,-7.393592398790068,-4.954959460445201,2.4386329383448673,92
321,0.03330802917480469,0.011249065399169922,0.0006837844848632812,0.00011563301086425781,logistic,0.001,0.09,0.999,"(10, 10, 10, 10)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-0.008758265668091193,-0.008376757615855802,-0.008567511641973499,0.00019075402611769526,10
